database_name,query,difficulty,uuid
bank_transaction_monitoring,"Показать последние 10 операций по счетам через канал ATM withdrawal с указанием номера счета, суммы, штата и даты операции, отсортировав их по дате операции по убыванию.",easy,b32fe8f6-8b43-4171-b21d-fdb3061f296a
bank_transaction_monitoring,"Показать 10 последних операций по счетам со снятием средств через банкомат, указав номер счета, сумму, штат и дату операции.",easy,b2094dce-e9bd-4579-96ab-051499c415b9
bank_transaction_monitoring,"Показать номера счетов, суммы, каналы и даты операций по счетам, где сумма операции меньше нуля, отсортировав их по дате операции по возрастанию.",easy,8fb4bda5-1a4e-4910-9d78-111cfccb4f84
bank_transaction_monitoring,"Показать 10 последних операций по счетам, проведённых через ATM withdrawal, с номером счета, суммой, штатом и датой операции, отсортировав по дате по убыванию.",easy,78078fe3-4ab3-43cd-8f5c-f4b8aa05ebed
bank_transaction_monitoring,"Показать 10 последних расходных операций по счетам, проведенных в штате NY, с номером счета, суммой, каналом операции и датой.",easy,3f8e1faa-04ac-444e-bc6a-0c9f3d1cf060
bank_transaction_monitoring,"Показать 10 последних операций снятия средств по счетам с суммой меньше нуля, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",easy,f5f8f3ee-d18d-4d9c-ac38-e2b6bbaf5402
bank_transaction_monitoring,"Показать 10 последних операций по счетам со снятием средств, указав номер счета, сумму, канал, штат и дату операции, отсортировав по дате от новых к старым.",easy,2379f412-16bf-47a5-a479-ad55790b758a
bank_transaction_monitoring,"Показать 10 самых крупных исходящих операций по счетам с указанием номера счета, суммы, канала, штата и даты операции, отсортировав их по сумме от самой большой траты к меньшей.",easy,f26bbd3a-2e15-417b-822f-a00742aed6cd
bank_transaction_monitoring,"Показать 10 последних операций снятия со счетов на сумму более 5000, указав номер счета, сумму, канал, штат и дату операции.",easy,67a9283e-409d-439d-aeec-670cf4b42f77
bank_transaction_monitoring,"Показать 10 последних операций по счетам со снятиями наличных через ATM, указав номер счета, сумму, штат и дату операции, отсортировав по дате операции по убыванию.",easy,e7c1b319-6ac6-4aab-9b69-07e2a9326b29
bank_transaction_monitoring,"Показать 10 последних операций по счетам через канал ATM withdrawal с указанием номера счета, суммы, штата и даты операции, отсортировав их по дате по убыванию.",easy,1505f7c1-a2e9-4870-8b4f-596406c5a077
bank_transaction_monitoring,"Показать 10 последних операций по счетам через канал ATM withdrawal с указанием номера счета, суммы, штата и даты операции, отсортировав по дате операции по убыванию.",easy,06f56432-8405-4746-aabb-35932a0d06c5
bank_transaction_monitoring,"Показать 10 последних операций снятия через ATM в штате NY с номером счета, суммой операции и датой, отсортировав их по дате операции от новых к старым.",easy,163e52fe-a33a-412d-b610-18fcf42291d5
bank_transaction_monitoring,"Показать 10 самых крупных списаний по операциям со счетов с указанием номера счета, суммы, канала, штата и даты операции, отсортировав по сумме списания по убыванию.",easy,2a5e965f-dc59-44aa-8125-58a4b2245b09
bank_transaction_monitoring,"Показать номера счетов, суммы, каналы и даты 10 самых крупных снятий по операциям с отрицательной суммой, отсортировав их по сумме по возрастанию.",easy,3c04f34d-802a-44a9-b6d7-0674c2957441
bank_transaction_monitoring,"Показать 10 последних операций по счетам из штата NY с указанием номера счета, суммы, канала и даты операции, отсортировав по дате операции по убыванию.",easy,e4d58ac8-2c98-41d6-bebf-d65f3550b7fa
bank_transaction_monitoring,"Показать 10 последних операций по счетам в штате NY с указанием номера счета, суммы, канала операции и даты, отсортировав по дате убыванию.",easy,518a8e87-eafc-4814-a033-f4a3861a079d
bank_transaction_monitoring,"Показать 10 последних расходных операций по счетам, проведённых в штате NY, с номером счета, суммой, каналом операции и датой.",easy,4645e51c-21e1-462f-9b55-28886ff893ff
bank_transaction_monitoring,"Показать 10 крупнейших по сумме снятий наличных через ATM withdrawal с указанием номера счета, суммы, штата и даты операции, отсортировав операции по убыванию суммы списания.",easy,7a38da4d-9504-4102-9ff5-2e767aa6e220
bank_transaction_monitoring,"Показать 10 последних операций по счетам, проведённых через ATM withdrawal, с номером счета, суммой, штатом и датой операции, отсортировав по дате по убыванию.",easy,6c503fdb-86f7-477e-8afd-96aa614b0b5f
bank_transaction_monitoring,"Для каждого клиента посчитать за 2020 год общую сумму и количество исходящих операций по активным сберегательным счетам, выделив отдельно операции вне штата проживания клиента, и показать только тех клиентов, у которых сумма таких внешних списаний превышает 10000.",medium,3b42a6ff-7778-4963-8eb7-0d3fb84c7d77
bank_transaction_monitoring,"Показать по каждому клиенту из штата CA общую сумму исходящих транзакций за январь 2020 года по активным сберегательным счетам, количество таких операций и долю операций через ATM, учитывая только клиентов с суммарными списаниями более 10000.",medium,60e76944-bc1a-47ab-8e12-c3f4b40893bb
bank_transaction_monitoring,"Для каждого клиента посчитать за январь 2020 года общее количество и сумму исходящих транзакций по активным сберегательным счетам, отдельно выделив количество операций вне штата проживания клиента, и вывести только клиентов, у которых таких операций больше двух или их суммарный объем превышает 10000.",medium,a2047325-a504-43d9-b8fb-38c4b603b2cb
bank_transaction_monitoring,"Для каждого клиента из штата CA посчитать за 2020 год количество и общую сумму исходящих операций по активным сберегательным счетам, отдельно выделив сумму снятий через ATM, и показать только клиентов, у которых общий объем списаний превысил 10000.",medium,d499c34b-78cf-4bff-a231-b81f79ea5ab8
bank_transaction_monitoring,"Для каждого клиента посчитать за январь 2020 года общую сумму списаний и количество операций по активным сберегательным счетам, выделив отдельно операции, проведенные не в штате проживания клиента, и показать только клиентов, у которых сумма таких иногородних списаний превысила 10000.",medium,0a3cd159-222f-4f28-9d43-069cf7787c60
bank_transaction_monitoring,"Для каждого клиента посчитать за первый квартал 2020 года общую сумму исходящих операций по активным сберегательным счетам, количество таких транзакций и долю операций, проведённых вне штата клиента, оставив только клиентов с суммарными списаниями более 10000.",medium,a3a74a06-2243-4101-a136-d48945d937f7
bank_transaction_monitoring,"Для каждого клиента и типа его активного счета посчитать за 2020 год количество операций, общую сумму списаний и зачислений, а также долю операций, проведенных в штате, отличном от штата клиента, используя данные клиентов, счетов и транзакций.",medium,7cb2d8e7-e25b-460b-b227-947b66d0c878
